"","Month","Temperature","Year","nMonth","Date","Time"
"2556","Aug",16.1,1701,8,1701-08-15,-98.024
"2915","Sep",14.7,1701,9,1701-09-15,-97.993
"3274","Oct",7.5,1701,10,1701-10-15,-97.963
"3633","Nov",6.4,1701,11,1701-11-15,-97.932
"3992","Dec",3.6,1701,12,1701-12-15,-97.902
"44","Jan",5,1702,1,1702-01-15,-97.871
"403","Feb",6.7,1702,2,1702-02-15,-97.84
"762","Mar",5.8,1702,3,1702-03-15,-97.812
"1121","Apr",5.8,1702,4,1702-04-15,-97.781
"1480","May",10.6,1702,5,1702-05-15,-97.751
"1839","Jun",13.3,1702,6,1702-06-15,-97.72
"2198","Jul",15,1702,7,1702-07-15,-97.69
"2557","Aug",16.1,1702,8,1702-08-15,-97.659
"2916","Sep",14.4,1702,9,1702-09-15,-97.628
"3275","Oct",10,1702,10,1702-10-15,-97.598
"3634","Nov",4.4,1702,11,1702-11-15,-97.567
"3993","Dec",4.4,1702,12,1702-12-15,-97.537
"45","Jan",2.2,1703,1,1703-01-15,-97.506
"404","Feb",3.9,1703,2,1703-02-15,-97.475
"763","Mar",5.6,1703,3,1703-03-15,-97.447
"1122","Apr",8.3,1703,4,1703-04-15,-97.416
"1481","May",11.9,1703,5,1703-05-15,-97.386
"1840","Jun",13.9,1703,6,1703-06-15,-97.355
"2199","Jul",16.1,1703,7,1703-07-15,-97.325
"2558","Aug",16.1,1703,8,1703-08-15,-97.294
"2917","Sep",10.6,1703,9,1703-09-15,-97.263
"3276","Oct",7.8,1703,10,1703-10-15,-97.233
"3635","Nov",7.2,1703,11,1703-11-15,-97.202
"3994","Dec",5.1,1703,12,1703-12-15,-97.172
"46","Jan",2,1704,1,1704-01-15,-97.141
"405","Feb",3.3,1704,2,1704-02-15,-97.11
"764","Mar",5.3,1704,3,1704-03-15,-97.081
"1123","Apr",8.3,1704,4,1704-04-15,-97.05
"1482","May",11.5,1704,5,1704-05-15,-97.02
"1841","Jun",14.4,1704,6,1704-06-15,-96.989
"2200","Jul",16.7,1704,7,1704-07-15,-96.959
"2559","Aug",16.9,1704,8,1704-08-15,-96.928
"2918","Sep",11.9,1704,9,1704-09-15,-96.897
"3277","Oct",8.3,1704,10,1704-10-15,-96.867
"3636","Nov",6.4,1704,11,1704-11-15,-96.836
"3995","Dec",3.6,1704,12,1704-12-15,-96.806
"47","Jan",2.8,1705,1,1705-01-15,-96.775
"406","Feb",3.9,1705,2,1705-02-15,-96.744
"765","Mar",4.4,1705,3,1705-03-15,-96.716
"1124","Apr",7.8,1705,4,1705-04-15,-96.685
"1483","May",11.2,1705,5,1705-05-15,-96.655
"1842","Jun",12.2,1705,6,1705-06-15,-96.624
"2201","Jul",15.6,1705,7,1705-07-15,-96.594
"2560","Aug",17.5,1705,8,1705-08-15,-96.563
"2919","Sep",11.9,1705,9,1705-09-15,-96.532
"3278","Oct",8.9,1705,10,1705-10-15,-96.502
"3637","Nov",3.9,1705,11,1705-11-15,-96.471
"3996","Dec",4.4,1705,12,1705-12-15,-96.441
"48","Jan",2.8,1706,1,1706-01-15,-96.41
"407","Feb",4.2,1706,2,1706-02-15,-96.379
"766","Mar",6.4,1706,3,1706-03-15,-96.351
"1125","Apr",8.9,1706,4,1706-04-15,-96.32
"1484","May",12.2,1706,5,1706-05-15,-96.29
"1843","Jun",15.6,1706,6,1706-06-15,-96.259
"2202","Jul",16.1,1706,7,1706-07-15,-96.229
"2561","Aug",16.7,1706,8,1706-08-15,-96.198
"2920","Sep",12.5,1706,9,1706-09-15,-96.167
"3279","Oct",11.2,1706,10,1706-10-15,-96.137
"3638","Nov",6.1,1706,11,1706-11-15,-96.106
"3997","Dec",4.7,1706,12,1706-12-15,-96.076
"49","Jan",3.5,1707,1,1707-01-15,-96.045
"408","Feb",3,1707,2,1707-02-15,-96.014
"767","Mar",5,1707,3,1707-03-15,-95.986
"1126","Apr",8.5,1707,4,1707-04-15,-95.955
"1485","May",11,1707,5,1707-05-15,-95.925
"1844","Jun",16,1707,6,1707-06-15,-95.894
"2203","Jul",17,1707,7,1707-07-15,-95.864
"2562","Aug",16,1707,8,1707-08-15,-95.833
"2921","Sep",14,1707,9,1707-09-15,-95.802
"3280","Oct",8.5,1707,10,1707-10-15,-95.772
"3639","Nov",6.5,1707,11,1707-11-15,-95.741
"3998","Dec",3.5,1707,12,1707-12-15,-95.711
"50","Jan",6,1708,1,1708-01-15,-95.68
"409","Feb",4,1708,2,1708-02-15,-95.649
"768","Mar",6.5,1708,3,1708-03-15,-95.62
"1127","Apr",9.5,1708,4,1708-04-15,-95.589
"1486","May",10.5,1708,5,1708-05-15,-95.559
"1845","Jun",14,1708,6,1708-06-15,-95.528
"2204","Jul",15,1708,7,1708-07-15,-95.498
"2563","Aug",17,1708,8,1708-08-15,-95.467
"2922","Sep",15,1708,9,1708-09-15,-95.436
"3281","Oct",8.5,1708,10,1708-10-15,-95.406
"3640","Nov",7,1708,11,1708-11-15,-95.375
"3999","Dec",3,1708,12,1708-12-15,-95.345
"51","Jan",-1.5,1709,1,1709-01-15,-95.314
"410","Feb",2,1709,2,1709-02-15,-95.283
"769","Mar",3,1709,3,1709-03-15,-95.255
"1128","Apr",9,1709,4,1709-04-15,-95.224
"1487","May",12,1709,5,1709-05-15,-95.194
"1846","Jun",14.5,1709,6,1709-06-15,-95.163
"2205","Jul",15.5,1709,7,1709-07-15,-95.133
"2564","Aug",15.5,1709,8,1709-08-15,-95.102
"2923","Sep",13.5,1709,9,1709-09-15,-95.071
"3282","Oct",10,1709,10,1709-10-15,-95.041
"3641","Nov",7.5,1709,11,1709-11-15,-95.01
"4000","Dec",3.5,1709,12,1709-12-15,-94.98
"52","Jan",2.5,1710,1,1710-01-15,-94.949
"411","Feb",3.5,1710,2,1710-02-15,-94.918
"770","Mar",6,1710,3,1710-03-15,-94.89
"1129","Apr",6.5,1710,4,1710-04-15,-94.859
"1488","May",11.5,1710,5,1710-05-15,-94.829
"1847","Jun",14.5,1710,6,1710-06-15,-94.798
"2206","Jul",15,1710,7,1710-07-15,-94.768
"2565","Aug",15.5,1710,8,1710-08-15,-94.737
"2924","Sep",13.5,1710,9,1710-09-15,-94.706
"3283","Oct",9.5,1710,10,1710-10-15,-94.676
"3642","Nov",8,1710,11,1710-11-15,-94.645
"4001","Dec",7.5,1710,12,1710-12-15,-94.615
"53","Jan",5,1711,1,1711-01-15,-94.584
"412","Feb",2,1711,2,1711-02-15,-94.553
"771","Mar",5.5,1711,3,1711-03-15,-94.525
"1130","Apr",9.5,1711,4,1711-04-15,-94.494
"1489","May",11,1711,5,1711-05-15,-94.464
"1848","Jun",15.5,1711,6,1711-06-15,-94.433
"2207","Jul",15.5,1711,7,1711-07-15,-94.403
"2566","Aug",15,1711,8,1711-08-15,-94.372
"2925","Sep",13,1711,9,1711-09-15,-94.341
"3284","Oct",9.5,1711,10,1711-10-15,-94.311
"3643","Nov",7,1711,11,1711-11-15,-94.28
"4002","Dec",4,1711,12,1711-12-15,-94.25
"54","Jan",3,1712,1,1712-01-15,-94.219
"413","Feb",4.5,1712,2,1712-02-15,-94.188
"772","Mar",5,1712,3,1712-03-15,-94.159
"1131","Apr",7.5,1712,4,1712-04-15,-94.128
"1490","May",11,1712,5,1712-05-15,-94.098
"1849","Jun",15,1712,6,1712-06-15,-94.067
"2208","Jul",16,1712,7,1712-07-15,-94.037
"2567","Aug",15,1712,8,1712-08-15,-94.006
"2926","Sep",13,1712,9,1712-09-15,-93.975
"3285","Oct",9.5,1712,10,1712-10-15,-93.945
"3644","Nov",6,1712,11,1712-11-15,-93.914
"4003","Dec",4,1712,12,1712-12-15,-93.884
"55","Jan",3,1713,1,1713-01-15,-93.853
"414","Feb",5.5,1713,2,1713-02-15,-93.822
"773","Mar",4.5,1713,3,1713-03-15,-93.794
"1132","Apr",5.5,1713,4,1713-04-15,-93.763
"1491","May",10.5,1713,5,1713-05-15,-93.733
"1850","Jun",13.5,1713,6,1713-06-15,-93.702
"2209","Jul",14,1713,7,1713-07-15,-93.672
"2568","Aug",15,1713,8,1713-08-15,-93.641
"2927","Sep",14,1713,9,1713-09-15,-93.61
"3286","Oct",9.5,1713,10,1713-10-15,-93.58
"3645","Nov",4.5,1713,11,1713-11-15,-93.549
"4004","Dec",4,1713,12,1713-12-15,-93.519
"56","Jan",4,1714,1,1714-01-15,-93.488
"415","Feb",5.5,1714,2,1714-02-15,-93.457
"774","Mar",5,1714,3,1714-03-15,-93.429
"1133","Apr",7.5,1714,4,1714-04-15,-93.398
"1492","May",10,1714,5,1714-05-15,-93.368
"1851","Jun",14.5,1714,6,1714-06-15,-93.337
"2210","Jul",18,1714,7,1714-07-15,-93.307
"2569","Aug",15,1714,8,1714-08-15,-93.276
"2928","Sep",13,1714,9,1714-09-15,-93.245
"3287","Oct",10.5,1714,10,1714-10-15,-93.215
"3646","Nov",6,1714,11,1714-11-15,-93.184
"4005","Dec",4,1714,12,1714-12-15,-93.154
"57","Jan",4,1715,1,1715-01-15,-93.123
"416","Feb",5,1715,2,1715-02-15,-93.092
"775","Mar",6.5,1715,3,1715-03-15,-93.064
"1134","Apr",9.5,1715,4,1715-04-15,-93.033
"1493","May",11,1715,5,1715-05-15,-93.003
"1852","Jun",14,1715,6,1715-06-15,-92.972
"2211","Jul",15.5,1715,7,1715-07-15,-92.942
"2570","Aug",15,1715,8,1715-08-15,-92.911
"2929","Sep",14,1715,9,1715-09-15,-92.88
"3288","Oct",10.5,1715,10,1715-10-15,-92.85
"3647","Nov",6.5,1715,11,1715-11-15,-92.819
"4006","Dec",1.5,1715,12,1715-12-15,-92.789
"58","Jan",-2,1716,1,1716-01-15,-92.758
"417","Feb",3,1716,2,1716-02-15,-92.727
"776","Mar",4.5,1716,3,1716-03-15,-92.698
"1135","Apr",9,1716,4,1716-04-15,-92.667
"1494","May",10.5,1716,5,1716-05-15,-92.637
"1853","Jun",14,1716,6,1716-06-15,-92.606
"2212","Jul",15.5,1716,7,1716-07-15,-92.576
"2571","Aug",15.5,1716,8,1716-08-15,-92.545
"2930","Sep",12.5,1716,9,1716-09-15,-92.514
"3289","Oct",9.5,1716,10,1716-10-15,-92.484
"3648","Nov",5.5,1716,11,1716-11-15,-92.453
"4007","Dec",3,1716,12,1716-12-15,-92.423
"59","Jan",4.5,1717,1,1717-01-15,-92.392
"418","Feb",2.5,1717,2,1717-02-15,-92.361
"777","Mar",4.5,1717,3,1717-03-15,-92.333
"1136","Apr",7.5,1717,4,1717-04-15,-92.302
"1495","May",11,1717,5,1717-05-15,-92.272
"1854","Jun",14,1717,6,1717-06-15,-92.241
"2213","Jul",15,1717,7,1717-07-15,-92.211
"2572","Aug",15.5,1717,8,1717-08-15,-92.18
"2931","Sep",13.5,1717,9,1717-09-15,-92.149
"3290","Oct",9.5,1717,10,1717-10-15,-92.119
"3649","Nov",5.5,1717,11,1717-11-15,-92.088
"4008","Dec",5,1717,12,1717-12-15,-92.058
"60","Jan",1.5,1718,1,1718-01-15,-92.027
"419","Feb",3,1718,2,1718-02-15,-91.996
"778","Mar",5.5,1718,3,1718-03-15,-91.968
"1137","Apr",7.5,1718,4,1718-04-15,-91.937
"1496","May",11,1718,5,1718-05-15,-91.907
"1855","Jun",14.5,1718,6,1718-06-15,-91.876
"2214","Jul",17,1718,7,1718-07-15,-91.846
"2573","Aug",17,1718,8,1718-08-15,-91.815
"2932","Sep",14.5,1718,9,1718-09-15,-91.784
"3291","Oct",9.5,1718,10,1718-10-15,-91.754
"3650","Nov",5.5,1718,11,1718-11-15,-91.723
"4009","Dec",4.5,1718,12,1718-12-15,-91.693
"61","Jan",3,1719,1,1719-01-15,-91.662
"420","Feb",4,1719,2,1719-02-15,-91.631
"779","Mar",5,1719,3,1719-03-15,-91.603
"1138","Apr",7,1719,4,1719-04-15,-91.572
"1497","May",11.5,1719,5,1719-05-15,-91.542
"1856","Jun",15,1719,6,1719-06-15,-91.511
"2215","Jul",18,1719,7,1719-07-15,-91.481
"2574","Aug",17,1719,8,1719-08-15,-91.45
"2933","Sep",14,1719,9,1719-09-15,-91.419
"3292","Oct",9.5,1719,10,1719-10-15,-91.389
"3651","Nov",6,1719,11,1719-11-15,-91.358
"4010","Dec",3.5,1719,12,1719-12-15,-91.328
"62","Jan",4.5,1720,1,1720-01-15,-91.297
"421","Feb",4,1720,2,1720-02-15,-91.266
"780","Mar",4,1720,3,1720-03-15,-91.237
"1139","Apr",7.5,1720,4,1720-04-15,-91.206
"1498","May",11,1720,5,1720-05-15,-91.176
"1857","Jun",13,1720,6,1720-06-15,-91.145
"2216","Jul",16,1720,7,1720-07-15,-91.115
"2575","Aug",15,1720,8,1720-08-15,-91.084
"2934","Sep",13.5,1720,9,1720-09-15,-91.053
"3293","Oct",9,1720,10,1720-10-15,-91.023
"3652","Nov",6,1720,11,1720-11-15,-90.992
"4011","Dec",5.5,1720,12,1720-12-15,-90.962
"63","Jan",4,1721,1,1721-01-15,-90.931
"422","Feb",2,1721,2,1721-02-15,-90.9
"781","Mar",3.5,1721,3,1721-03-15,-90.872
"1140","Apr",8.5,1721,4,1721-04-15,-90.841
"1499","May",9.5,1721,5,1721-05-15,-90.811
"1858","Jun",14,1721,6,1721-06-15,-90.78
"2217","Jul",15.5,1721,7,1721-07-15,-90.75
"2576","Aug",16,1721,8,1721-08-15,-90.719
"2935","Sep",14,1721,9,1721-09-15,-90.688
"3294","Oct",9,1721,10,1721-10-15,-90.658
"3653","Nov",6,1721,11,1721-11-15,-90.627
"4012","Dec",4.5,1721,12,1721-12-15,-90.597
"64","Jan",4,1722,1,1722-01-15,-90.566
"423","Feb",5,1722,2,1722-02-15,-90.535
"782","Mar",6,1722,3,1722-03-15,-90.507
"1141","Apr",7.5,1722,4,1722-04-15,-90.476
"1500","May",10.5,1722,5,1722-05-15,-90.446
"1859","Jun",14,1722,6,1722-06-15,-90.415
"2218","Jul",15,1722,7,1722-07-15,-90.385
"2577","Aug",15,1722,8,1722-08-15,-90.354
"2936","Sep",13.5,1722,9,1722-09-15,-90.323
"3295","Oct",10,1722,10,1722-10-15,-90.293
"3654","Nov",7.8,1722,11,1722-11-15,-90.262
"4013","Dec",3.9,1722,12,1722-12-15,-90.232
"65","Jan",1.1,1723,1,1723-01-15,-90.201
"424","Feb",4.4,1723,2,1723-02-15,-90.17
"783","Mar",7.5,1723,3,1723-03-15,-90.142
"1142","Apr",8.9,1723,4,1723-04-15,-90.111
"1501","May",11.7,1723,5,1723-05-15,-90.081
"1860","Jun",15,1723,6,1723-06-15,-90.05
"2219","Jul",15.3,1723,7,1723-07-15,-90.02
"2578","Aug",15.6,1723,8,1723-08-15,-89.989
"2937","Sep",13.3,1723,9,1723-09-15,-89.958
"3296","Oct",11.1,1723,10,1723-10-15,-89.928
"3655","Nov",7.5,1723,11,1723-11-15,-89.897
"4014","Dec",5.8,1723,12,1723-12-15,-89.867
"66","Jan",5.6,1724,1,1724-01-15,-89.836
"425","Feb",4.2,1724,2,1724-02-15,-89.805
"784","Mar",4.7,1724,3,1724-03-15,-89.776
"1143","Apr",7.2,1724,4,1724-04-15,-89.745
"1502","May",11.4,1724,5,1724-05-15,-89.715
"1861","Jun",15.3,1724,6,1724-06-15,-89.684
"2220","Jul",15,1724,7,1724-07-15,-89.654
"2579","Aug",16.2,1724,8,1724-08-15,-89.623
"2938","Sep",14.4,1724,9,1724-09-15,-89.592
"3297","Oct",8.6,1724,10,1724-10-15,-89.562
"3656","Nov",5.3,1724,11,1724-11-15,-89.531
"4015","Dec",3.3,1724,12,1724-12-15,-89.501
"67","Jan",4.4,1725,1,1725-01-15,-89.47
"426","Feb",3.3,1725,2,1725-02-15,-89.439
"785","Mar",5,1725,3,1725-03-15,-89.411
"1144","Apr",8.1,1725,4,1725-04-15,-89.38
"1503","May",10.8,1725,5,1725-05-15,-89.35
"1862","Jun",12.2,1725,6,1725-06-15,-89.319
"2221","Jul",13.8,1725,7,1725-07-15,-89.289
"2580","Aug",13.3,1725,8,1725-08-15,-89.258
"2939","Sep",12.8,1725,9,1725-09-15,-89.227
"3298","Oct",9.4,1725,10,1725-10-15,-89.197
"3657","Nov",6.9,1725,11,1725-11-15,-89.166
"4016","Dec",3.9,1725,12,1725-12-15,-89.136
"68","Jan",1.1,1726,1,1726-01-15,-89.105
"427","Feb",4.2,1726,2,1726-02-15,-89.074
"786","Mar",4.2,1726,3,1726-03-15,-89.046
"1145","Apr",8.4,1726,4,1726-04-15,-89.015
"1504","May",13.4,1726,5,1726-05-15,-88.985
"1863","Jun",16.4,1726,6,1726-06-15,-88.954
"2222","Jul",16,1726,7,1726-07-15,-88.924
"2581","Aug",15.6,1726,8,1726-08-15,-88.893
"2940","Sep",14.7,1726,9,1726-09-15,-88.862
"3299","Oct",10.2,1726,10,1726-10-15,-88.832
"3658","Nov",6.1,1726,11,1726-11-15,-88.801
"4017","Dec",1.8,1726,12,1726-12-15,-88.771
"69","Jan",4.2,1727,1,1727-01-15,-88.74
"428","Feb",5,1727,2,1727-02-15,-88.709
"787","Mar",5.1,1727,3,1727-03-15,-88.681
"1146","Apr",9.2,1727,4,1727-04-15,-88.65
"1505","May",13.6,1727,5,1727-05-15,-88.62
"1864","Jun",14.9,1727,6,1727-06-15,-88.589
"2223","Jul",16.9,1727,7,1727-07-15,-88.559
"2582","Aug",16.9,1727,8,1727-08-15,-88.528
"2941","Sep",14.4,1727,9,1727-09-15,-88.497
"3300","Oct",10.8,1727,10,1727-10-15,-88.467
"3659","Nov",4.7,1727,11,1727-11-15,-88.436
"4018","Dec",3.6,1727,12,1727-12-15,-88.406
"70","Jan",3.9,1728,1,1728-01-15,-88.375
"429","Feb",2.4,1728,2,1728-02-15,-88.344
"788","Mar",7.1,1728,3,1728-03-15,-88.315
"1147","Apr",8.3,1728,4,1728-04-15,-88.284
"1506","May",12.5,1728,5,1728-05-15,-88.254
"1865","Jun",16.4,1728,6,1728-06-15,-88.223
"2224","Jul",16.9,1728,7,1728-07-15,-88.193
"2583","Aug",16,1728,8,1728-08-15,-88.162
"2942","Sep",12.8,1728,9,1728-09-15,-88.131
"3301","Oct",9.1,1728,10,1728-10-15,-88.101
"3660","Nov",7.2,1728,11,1728-11-15,-88.07
"4019","Dec",1.6,1728,12,1728-12-15,-88.04
"71","Jan",1.2,1729,1,1729-01-15,-88.009
"430","Feb",2.3,1729,2,1729-02-15,-87.978
"789","Mar",2.8,1729,3,1729-03-15,-87.95
"1148","Apr",7.1,1729,4,1729-04-15,-87.919
"1507","May",10.3,1729,5,1729-05-15,-87.889
"1866","Jun",15.1,1729,6,1729-06-15,-87.858
"2225","Jul",16.8,1729,7,1729-07-15,-87.828
"2584","Aug",15.7,1729,8,1729-08-15,-87.797
"2943","Sep",16.6,1729,9,1729-09-15,-87.766
"3302","Oct",10.1,1729,10,1729-10-15,-87.736
"3661","Nov",8.1,1729,11,1729-11-15,-87.705
"4020","Dec",5,1729,12,1729-12-15,-87.675
"72","Jan",4.1,1730,1,1730-01-15,-87.644
"431","Feb",4.7,1730,2,1730-02-15,-87.613
"790","Mar",6.2,1730,3,1730-03-15,-87.585
"1149","Apr",8.7,1730,4,1730-04-15,-87.554
"1508","May",12.4,1730,5,1730-05-15,-87.524
"1867","Jun",14,1730,6,1730-06-15,-87.493
"2226","Jul",15.3,1730,7,1730-07-15,-87.463
"2585","Aug",16.3,1730,8,1730-08-15,-87.432
"2944","Sep",15.3,1730,9,1730-09-15,-87.401
"3303","Oct",10.9,1730,10,1730-10-15,-87.371
"3662","Nov",9.2,1730,11,1730-11-15,-87.34
"4021","Dec",3.4,1730,12,1730-12-15,-87.31
"73","Jan",1.9,1731,1,1731-01-15,-87.279
"432","Feb",2.2,1731,2,1731-02-15,-87.248
"791","Mar",6,1731,3,1731-03-15,-87.22
"1150","Apr",6.8,1731,4,1731-04-15,-87.189
"1509","May",12.1,1731,5,1731-05-15,-87.159
"1868","Jun",15.6,1731,6,1731-06-15,-87.128
"2227","Jul",16.3,1731,7,1731-07-15,-87.098
"2586","Aug",16.7,1731,8,1731-08-15,-87.067
"2945","Sep",15.3,1731,9,1731-09-15,-87.036
"3304","Oct",12.3,1731,10,1731-10-15,-87.006
"3663","Nov",7.8,1731,11,1731-11-15,-86.975
"4022","Dec",5.2,1731,12,1731-12-15,-86.945
"74","Jan",2.4,1732,1,1732-01-15,-86.914
"433","Feb",6.4,1732,2,1732-02-15,-86.883
"792","Mar",6.1,1732,3,1732-03-15,-86.854
"1151","Apr",8.9,1732,4,1732-04-15,-86.823
"1510","May",11.4,1732,5,1732-05-15,-86.793
"1869","Jun",14.6,1732,6,1732-06-15,-86.762
"2228","Jul",16,1732,7,1732-07-15,-86.732
"2587","Aug",16.6,1732,8,1732-08-15,-86.701
"2946","Sep",14.5,1732,9,1732-09-15,-86.67
"3305","Oct",10.9,1732,10,1732-10-15,-86.64
"3664","Nov",6.3,1732,11,1732-11-15,-86.609
"4023","Dec",2.2,1732,12,1732-12-15,-86.579
"75","Jan",6.9,1733,1,1733-01-15,-86.548
"434","Feb",6,1733,2,1733-02-15,-86.517
"793","Mar",5.9,1733,3,1733-03-15,-86.489
"1152","Apr",10,1733,4,1733-04-15,-86.458
"1511","May",11.2,1733,5,1733-05-15,-86.428
"1870","Jun",15.2,1733,6,1733-06-15,-86.397
"2229","Jul",18.3,1733,7,1733-07-15,-86.367
"2588","Aug",16.1,1733,8,1733-08-15,-86.336
"2947","Sep",12.8,1733,9,1733-09-15,-86.305
"3306","Oct",9.1,1733,10,1733-10-15,-86.275
"3665","Nov",6.5,1733,11,1733-11-15,-86.244
"4024","Dec",7.6,1733,12,1733-12-15,-86.214
"76","Jan",4.3,1734,1,1734-01-15,-86.183
"435","Feb",6.4,1734,2,1734-02-15,-86.152
"794","Mar",8.1,1734,3,1734-03-15,-86.124
"1153","Apr",9.3,1734,4,1734-04-15,-86.093
"1512","May",11.1,1734,5,1734-05-15,-86.063
"1871","Jun",14.1,1734,6,1734-06-15,-86.032
"2230","Jul",16.2,1734,7,1734-07-15,-86.002
"2589","Aug",16.2,1734,8,1734-08-15,-85.971
"2948","Sep",13.3,1734,9,1734-09-15,-85.94
"3307","Oct",8.4,1734,10,1734-10-15,-85.91
"3666","Nov",6.2,1734,11,1734-11-15,-85.879
"4025","Dec",4,1734,12,1734-12-15,-85.849
"77","Jan",4.4,1735,1,1735-01-15,-85.818
"436","Feb",4,1735,2,1735-02-15,-85.787
"795","Mar",5.8,1735,3,1735-03-15,-85.759
"1154","Apr",8.9,1735,4,1735-04-15,-85.728
"1513","May",10.9,1735,5,1735-05-15,-85.698
"1872","Jun",13.3,1735,6,1735-06-15,-85.667
"2231","Jul",14.8,1735,7,1735-07-15,-85.637
"2590","Aug",16.2,1735,8,1735-08-15,-85.606
"2949","Sep",14.2,1735,9,1735-09-15,-85.575
"3308","Oct",10.3,1735,10,1735-10-15,-85.545
"3667","Nov",6.3,1735,11,1735-11-15,-85.514
"4026","Dec",5.4,1735,12,1735-12-15,-85.484
"78","Jan",6.4,1736,1,1736-01-15,-85.453
"437","Feb",3.1,1736,2,1736-02-15,-85.422
"796","Mar",6.9,1736,3,1736-03-15,-85.393
"1155","Apr",8.6,1736,4,1736-04-15,-85.362
"1514","May",10.6,1736,5,1736-05-15,-85.332
"1873","Jun",15.7,1736,6,1736-06-15,-85.301
"2232","Jul",16.4,1736,7,1736-07-15,-85.271
"2591","Aug",17.8,1736,8,1736-08-15,-85.24
"2950","Sep",14.4,1736,9,1736-09-15,-85.209
"3309","Oct",10.4,1736,10,1736-10-15,-85.179
"3668","Nov",6.9,1736,11,1736-11-15,-85.148
"4027","Dec",6.4,1736,12,1736-12-15,-85.118
"79","Jan",6.2,1737,1,1737-01-15,-85.087
"438","Feb",4.2,1737,2,1737-02-15,-85.056
"797","Mar",6.1,1737,3,1737-03-15,-85.028
"1156","Apr",8.8,1737,4,1737-04-15,-84.997
"1515","May",12.5,1737,5,1737-05-15,-84.967
"1874","Jun",15.9,1737,6,1737-06-15,-84.936
"2233","Jul",17.4,1737,7,1737-07-15,-84.906
"2592","Aug",13.8,1737,8,1737-08-15,-84.875
"2951","Sep",14.2,1737,9,1737-09-15,-84.844
"3310","Oct",8.9,1737,10,1737-10-15,-84.814
"3669","Nov",6.1,1737,11,1737-11-15,-84.783
"4028","Dec",4.9,1737,12,1737-12-15,-84.753
"80","Jan",4.6,1738,1,1738-01-15,-84.722
"439","Feb",4.6,1738,2,1738-02-15,-84.691
"798","Mar",5.5,1738,3,1738-03-15,-84.663
"1157","Apr",9.9,1738,4,1738-04-15,-84.632
"1516","May",11.4,1738,5,1738-05-15,-84.602
"1875","Jun",14.2,1738,6,1738-06-15,-84.571
"2234","Jul",16.4,1738,7,1738-07-15,-84.541
"2593","Aug",16,1738,8,1738-08-15,-84.51
"2952","Sep",12.5,1738,9,1738-09-15,-84.479
"3311","Oct",10.2,1738,10,1738-10-15,-84.449
"3670","Nov",6.3,1738,11,1738-11-15,-84.418
"4029","Dec",6.1,1738,12,1738-12-15,-84.388
"81","Jan",4,1739,1,1739-01-15,-84.357
"440","Feb",6.8,1739,2,1739-02-15,-84.326
"799","Mar",5.8,1739,3,1739-03-15,-84.298
"1158","Apr",6.7,1739,4,1739-04-15,-84.267
"1517","May",11.6,1739,5,1739-05-15,-84.237
"1876","Jun",15.2,1739,6,1739-06-15,-84.206
"2235","Jul",16,1739,7,1739-07-15,-84.176
"2594","Aug",14.7,1739,8,1739-08-15,-84.145
"2953","Sep",13.1,1739,9,1739-09-15,-84.114
"3312","Oct",9.6,1739,10,1739-10-15,-84.084
"3671","Nov",3.7,1739,11,1739-11-15,-84.053
"4030","Dec",3.2,1739,12,1739-12-15,-84.023
"82","Jan",-2.8,1740,1,1740-01-15,-83.992
"441","Feb",-1.6,1740,2,1740-02-15,-83.961
"800","Mar",3.9,1740,3,1740-03-15,-83.932
"1159","Apr",6.4,1740,4,1740-04-15,-83.901
"1518","May",8.6,1740,5,1740-05-15,-83.871
"1877","Jun",12.8,1740,6,1740-06-15,-83.84
"2236","Jul",15.3,1740,7,1740-07-15,-83.81
"2595","Aug",14.7,1740,8,1740-08-15,-83.779
"2954","Sep",14,1740,9,1740-09-15,-83.748
"3313","Oct",5.3,1740,10,1740-10-15,-83.718
"3672","Nov",3.3,1740,11,1740-11-15,-83.687
"4031","Dec",2.2,1740,12,1740-12-15,-83.657
"83","Jan",1.7,1741,1,1741-01-15,-83.626
"442","Feb",4.4,1741,2,1741-02-15,-83.595
"801","Mar",4.2,1741,3,1741-03-15,-83.567
"1160","Apr",7.1,1741,4,1741-04-15,-83.536
"1519","May",9.3,1741,5,1741-05-15,-83.506
"1878","Jun",15.2,1741,6,1741-06-15,-83.475
"2237","Jul",15.6,1741,7,1741-07-15,-83.445
"2596","Aug",16.7,1741,8,1741-08-15,-83.414
"2955","Sep",14.7,1741,9,1741-09-15,-83.383
"3314","Oct",11,1741,10,1741-10-15,-83.353
"3673","Nov",7.8,1741,11,1741-11-15,-83.322
"4032","Dec",3.9,1741,12,1741-12-15,-83.292
"84","Jan",1.9,1742,1,1742-01-15,-83.261
"443","Feb",3.6,1742,2,1742-02-15,-83.23
"802","Mar",4.1,1742,3,1742-03-15,-83.202
"1161","Apr",6.6,1742,4,1742-04-15,-83.171
"1520","May",10.6,1742,5,1742-05-15,-83.141
"1879","Jun",15,1742,6,1742-06-15,-83.11
"2238","Jul",15.8,1742,7,1742-07-15,-83.08
"2597","Aug",15.8,1742,8,1742-08-15,-83.049
"2956","Sep",12.2,1742,9,1742-09-15,-83.018
"3315","Oct",9.2,1742,10,1742-10-15,-82.988
"3674","Nov",4.4,1742,11,1742-11-15,-82.957
"4033","Dec",1.1,1742,12,1742-12-15,-82.927
